"key","isCompleted","plannedStart","externalId","isSafetyCritical","workPackageNumber","endTime","status","durationHours","workOrderNumber","title","percentageProgress","startTime","actualHours","description","isCancelled","isActive","priorityDescription","dueDate","createdDate","programNumber"
"KAO-126249","true","2014-11-07T00:00:00","KAO-126249","NO","WPG-006283","1415782375000","600","0","KAO-126249","***-LT-*** PROFILER *** TRINN SCRUBBER TRENGER ETTERSYN","100","1411976882000","32","Profiler ser ut til *** ikke *** viser ***% på ***","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2014-11-27T00:00:00","2014-09-29T07:48:02",""
"KAO-126434","true","2014-11-27T07:00:00","KAO-126434","NO","WPG-006285","1416834589000","600","0","KAO-126434","***-KA-*** LEKKER OLJE FRA MOTOR DE","100","1412351072000","9","Det lekker olje fra DE motor - ca *** *** *** *** *** ***.***.*** til ***.***.***. Er klar over der flere *** jobb på kompressor som kunne *** dette. Men det er *** at *** må inn over for *** *** hvor *** skal ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-12-01T00:00:00","2014-10-03T15:44:32",""
"KAO-128157","false","2015-02-02T00:00:00","KAO-128157","NO","","1438300800000","900","0","KAO-128157","SD-***.***: *** AV *** TRINN ***","0","1416480139000","","***: *** av kompressor etter test start hvis tiltak av KAO-*** ikke er ***","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-07-31T00:00:00","2014-11-20T10:42:19",""
"KAO-131190","true","2015-06-27T00:00:00","KAO-131190","NO","","1439900164000","600","0","KAO-131190","SD-***.*** OF AXIAL THRUST ***","100","1424273345000","213","*** lager skal byttes, er *** og det gamle *** MAN for *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-12-23T00:00:00","2015-02-18T15:29:05",""
"KAO-131223","true","2015-04-30T00:00:00","KAO-131223","NO","WPG-007392","1432412877000","600","0","KAO-131223","NYE *** FOR *** *** *** ***","100","1424341906000","25","Det må *** og *** nye *** *** *** av *** ***-KA-*** og *** og ***-KA-*** Her er det satt opp *** *** som ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-10-26T00:00:00","2015-02-19T10:31:46",""
"KAO-142382","true","2016-03-16T00:00:00","KAO-142382","NO","WPG-006807","1458136102000","600","0","KAO-142382","***-LV-92521B VENTIL VIRKER IKKE PÅ SIGNAL","100","1458111600000","6","***-LV-92521B Ventil *** *** av *** trinns scrubber åpner ikke, når vi *** den *** *** fra ***-*** %. Trenger ettersyn.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2016-05-13T00:00:00","2016-03-15T02:40:29",""
"KAO-143955","true","2017-03-30T00:00:00","KAO-143955","NO","WPG-008308","1491123346000","600","0","KAO-143955","PH, ***, *** INN TIL *** PÅ ***.***, VANSKELIG *** ÅPNE","100","1490857200000","4","*** inn til *** på ***.*** er vanskelig *** åpne ***. *** skal *** inn for *** åpne *** men må ofte *** mange ganger inn med mye kraft for *** få ***. Slik er det ikke på de andre andre *** til ***. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-06-27T00:00:00","2016-05-14T11:49:12",""
"KAO-144817","true","2016-06-23T00:00:00","KAO-144817","NO","WPG-006812","1466768036000","600","0","KAO-144817","***-KA-*** LEKKASJE *** *** ***","100","1466665200000","8","***-KA-*** LEKKASJE *** *** *** UT AV ***.","false","false","Fare for produksjonsstans (utføres innen *** dager)","2016-06-29T00:00:00","2016-06-23T04:30:05",""
"KAO-145795","true","2017-07-19T00:00:00","KAO-145795","NO","WPG-008136","1506414649000","600","null","KAO-145795","*** ***.***: ***-KA-*** *** *** ***","null","1505818800000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-12-17T00:00:00","2016-07-28T07:49:39",""
"KAO-145797","true","2016-07-29T00:00:00","KAO-145797","NO","WPG-006816","1470041336000","600","0","KAO-145797","***-KA-*** *** *** LUBE OIL TEMP","100","1469693277000","12","Denne *** ligger litt *** enn *** ***.Den ligger *** alarm *** *** dag og må sjekkes.","false","false","Fare for produksjonsstans (utføres innen *** dager)","2016-08-03T00:00:00","2016-07-28T08:07:57",""
"KAO-146624","true","2016-08-26T00:00:00","KAO-146624","NO","WPG-006819","1472732682000","600","0","KAO-146624","PH ***.***. *** DEFEKT","100","1472713200000","16","*** *** er *** og går *** ***. *** mye *** *** kontrollrom. *** på transmitter. ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2016-10-23T00:00:00","2016-08-25T14:40:38",""
"KAO-152853","false","2019-06-06T00:00:00","KAO-152853","NO","WPG-009161","1567555200000","220","66","KAO-152853","*** TAR ***: PH - UTBEDRE *** PANELER","0","1559890800000","","*** *** av *** stk ESDP/YSDP paneler ble *** *** TAR *** (Ref. KAO-***). *** *** paneler *** *** TAR ***. Utføres av personell fra ***. *** fra instrument for isolering av luft fra manifold. ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-09-04T00:00:00","2017-04-05T18:44:35",""
"KAO-157508","true","2017-12-06T07:00:00","KAO-157508","NO","WPG-008326","1513752575000","600","0","KAO-157508","*** NDE MOTOR , ***","100","1513234800000","35","Med *** *** *** på ***.trinn motor NDE *** feilsøking med *** bytte filter *** ***-VA-***, kontroll av flame arrestor og kontroll om det er olje *** el.motor","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-03-13T00:00:00","2017-10-13T08:32:18",""
"KAO-158691","true","2017-12-21T00:00:00","KAO-158691","NO","WPG-008331","1514021817000","600","null","KAO-158691","*** *** FOR TEMP TRANSMITTER ","null","1513839600000","null","null","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2018-01-25T00:00:00","2017-11-27T17:38:30",""
"KAO-158692","true","2017-12-24T00:00:00","KAO-158692","NO","WPG-008332","1516009459000","600","0","KAO-158692","PH ***.*** ***. LØSE/*** INSTRUMENT ***","100","1515654000000","6","Løse instrument *** som henger inne *** ***. Må *** på kabel ***. Se bilder","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2018-01-25T00:00:00","2017-11-27T18:00:59",""
"KAO-160207","true","2018-02-03T00:00:00","KAO-160207","NO","WPG-008334","1518373761000","600","null","KAO-160207","*** *** *** STG ***. ","null","1518073200000","null","null","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2018-03-25T00:00:00","2018-01-25T09:42:17",""
"KAO-161805","true","2018-03-29T00:00:00","KAO-161805","NO","WPG-008338","1522914904000","600","0","KAO-161805","*** *** OUTAGE ***","100","1522911600000","48","*** *** til *** *** alle ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-07-03T00:00:00","2018-03-26T15:49:37",""
"KAO-168025","false","2018-12-05T00:00:00","KAO-168025","NO","","1555977600000","300","0","KAO-168025","SETTE *** PÅ *** ***","100","1548313200000","","*** på ********* må ***, slik at vi kan følge med på *** til *** og ventiler. Dette er en del av *** og ***-maintenance ***.Utføres av *** ***,***, og ***.*** fra land *** *** ***.","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-04-23T00:00:00","2018-11-28T14:03:16",""
"KAO-169437","true","2019-01-25T00:00:00","KAO-169437","NO","WPG-009703","1548438045000","600","0","KAO-169437","PH ***  ***-PT-*** HAR *** N2 TRYKK","100","1548399600000","12","***-PT-*** HAR *** N2 TRYKK","false","false","Fare for produksjonsstans (utføres innen *** dager)","2019-01-28T00:00:00","2019-01-22T18:50:06",""
"KAO-171700","true","2019-05-09T00:00:00","KAO-171700","NO","WPG-009711","1557583525000","600","0","KAO-171700","LOOP CHECK TEMP *** COMP ST.***","100","1557385200000","6","Signal *** ***. ***, *** *** System *** *** open *** *** *** på loop. Gå over ***, kabler og *** etter feil. ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2019-06-21T00:00:00","2019-04-23T12:55:19",""
"KAO-173244","false","2019-07-20T07:00:00","KAO-173244","NO","","1567296000000","290","12","KAO-173244","VALHALL PH *** *** *** FEIL ETTER *** ***","0","1571295600000","","Etter *** ***. så *** vi *** *** *** *** feil, har lagt med som vedlegg. Dette er noe vi ikke hadde *** med før ***. ","false","true","Kan føre til produksjonsstans (utføres innen *** dager)","2019-09-01T00:00:00","2019-07-04T09:22:02",""
"KAO-173988","true","2019-09-16T07:00:00","KAO-173988","NO","WPG-009720","1568537272000","600","0","KAO-173988","*** OIL *** *** ***","100","1568444400000","4","MAN *** *** om *** av oil *** fan *** TAR ***. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-12-12T00:00:00","2019-07-31T13:56:27",""
"KAO-175213","true","2019-09-16T07:00:00","KAO-175213","NO","WPG-009721","1570441570000","600","0","KAO-175213","PH *** TRINN *** *** ","100","1569999600000","100","feil på *** ventil. Ligger *** på ***% ***. ","false","false","Fare for produksjonsstans (utføres innen *** dager)","2019-09-22T00:00:00","2019-09-16T07:04:37",""
"KAO-176733","true","2019-11-23T00:00:00","KAO-176733","NO","WPG-009725","1574534072000","600","0","KAO-176733","PH: SMØREOLJEPRØVE AV *** & *** TR. KOMPRESSOR ***","100","1574492400000","2","Høyt *** *** siste ***.Ta smøreoljeprøve av *** ***-***-***(*** trinns kompressor) & ***-***-*** (*** ***).","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2020-01-09T00:00:00","2019-11-11T09:35:05",""
"MAO-011271","true","2009-06-26T00:00:00","MAO-011271","NO","","1436437374000","600","0","MAO-011271","***-INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***","100","1240929081000","","INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:31:21",""
"MAO-022581","false","","MAO-022581","NO","","null","900","0","MAO-022581","*** *** ***","0","1455034113000","","","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2016-02-09T16:08:33",""
"MAO-010197","true","","MAO-010197","NO","WPG-003574","1240915480000","600","0","MAO-010197","***. AV *** ***","100","1221477920000","","***. AV *** ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2008-09-15T11:25:20",""
"MAO-011254","true","2009-06-26T00:00:00","MAO-011254","NO","","1252177304000","600","0","MAO-011254","***-INSTALLASJON - H05 SPOOL ***,***-CE-***-*** MC: ***","100","1240926997000","","INSTALLASJON - H05 SPOOL ***,***-CE-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T13:56:37",""
"MAO-011260","true","2009-06-26T00:00:00","MAO-011260","NO","","1260605939000","600","0","MAO-011260","***-INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***","100","1240927722000","","INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:08:42",""
"MAO-011262","true","2009-06-26T00:00:00","MAO-011262","NO","","1436349657000","600","0","MAO-011262","***-INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***","0","1240928092000","","INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:14:52",""
"FAO-070737","true","2012-03-26T00:00:00","FAO-070737","NO","WPG-004841","1334420216000","600","0","FAO-070737","<PH> VEDLIKEHOLD VANNTÅKEANLEGG FOR KOMPRESSOR ***-KA-*** (*** ***","100","1334214000000","2","<***> Vedlikehold vanntåkeanlegg for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-04-24T00:00:00","2012-02-20T13:12:07","PM-012607"
"FAO-073834","true","2012-07-01T00:00:00","FAO-073834","NO","WPG-004847","1341867550000","600","0","FAO-073834","<PH> ETTERSYN AV *** (FLAME ***) (*** month)","100","1341471600000","64","Ettersyn av *** (flame ***) Ettersyn av *** (flame ***)","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-08-29T00:00:00","2012-05-29T15:09:04","PM-011216"
"FAO-074558","true","2012-08-26T00:00:00","FAO-074558","NO","WPG-004852","1347371087000","600","0","FAO-074558","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1347519600000","6","<***> Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-09-24T00:00:00","2012-06-20T15:54:59","PM-014055"
"FAO-075662","true","2012-10-26T00:00:00","FAO-075662","NO","WPG-004855","1351433755000","600","0","FAO-075662","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1351234800000","12","<***> Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-11-24T00:00:00","2012-08-13T13:59:40","PM-014055"
"FAO-077203","true","2012-11-01T00:00:00","FAO-077203","NO","WPG-005699","1354222757000","600","0","FAO-077203","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","100","1353567600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-11-30T00:00:00","2012-10-23T13:11:26","PM-016459"
"FAO-078439","false","2013-01-01T00:00:00","FAO-078439","NO","WPG-005701","1359504000000","900","0","FAO-078439","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1359615600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-01-30T00:00:00","2012-11-16T16:18:08","PM-016450"
"FAO-079008","true","2013-01-26T00:00:00","FAO-079008","NO","WPG-005364","1359665651000","600","0","FAO-079008","<PH> VEDLIKEHOLD AV SEAL GASS ***. FOR GASS KOMPRESSOR ***-KA-***","100","1359183600000","5","Vedlikehold av seal gass ***. for gass kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-03-26T00:00:00","2012-11-30T10:45:33","PM-012424"
"FAO-079066","false","2013-02-01T00:00:00","FAO-079066","NO","WPG-005702","1362182400000","900","0","FAO-079066","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1360825200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-03-02T00:00:00","2012-11-30T11:03:35","PM-016450"
"FAO-079077","true","2013-03-19T00:00:00","FAO-079077","NO","WPG-005370","1368419879000","600","0","FAO-079077","<PH> VEDLIKEHOLD AV PSD VENTILER *** (*** month)","100","1368082800000","10","Vedlikehold av PSD ventiler *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-05-17T00:00:00","2012-11-30T11:22:52","PM-012408"
"FAO-079315","true","2013-05-26T00:00:00","FAO-079315","NO","WPG-005370","1367665382000","600","0","FAO-079315","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1369551600000","8","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-06-24T00:00:00","2012-12-03T13:35:40","PM-014055"
"FAO-079316","true","2013-06-26T00:00:00","FAO-079316","NO","WPG-005374","1372867649000","600","0","FAO-079316","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1373094000000","10","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-07-25T00:00:00","2012-12-03T13:35:58","PM-014055"
"FAO-080737","false","2013-04-01T00:00:00","FAO-080737","NO","WPG-005704","1367280000000","900","0","FAO-080737","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1364799600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-04-30T00:00:00","2013-01-23T16:39:04","PM-016440"
"FAO-081746","false","2013-05-01T00:00:00","FAO-081746","NO","WPG-005705","1369872000000","900","0","FAO-081746","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1367391600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-05-30T00:00:00","2013-02-26T09:52:19","PM-016440"
"FAO-081750","false","2013-05-01T00:00:00","FAO-081750","NO","WPG-005705","1369872000000","900","0","FAO-081750","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","0","1367391600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-05-30T00:00:00","2013-02-26T09:52:25","PM-016460"
"FAO-084470","false","2013-08-01T00:00:00","FAO-084470","NO","WPG-005708","1377820800000","900","0","FAO-084470","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1375340400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-08-30T00:00:00","2013-06-11T19:02:01","PM-016459"
"FAO-084810","true","2013-08-05T00:00:00","FAO-084810","NO","WPG-005378","1378198843000","600","0","FAO-084810","VEDLIKEHOLD AV SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** ***","100","1378364400000","16","Vedlikehold av sikkerhetskritisk instrumentering System *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-09-03T00:00:00","2013-07-14T22:15:58","PM-016645"
"FAO-086050","false","2013-12-01T00:00:00","FAO-086050","NO","WPG-005712","1388361600000","900","0","FAO-086050","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1385881200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-12-30T00:00:00","2013-09-04T12:57:34","PM-016440"
"FAO-086055","false","2013-12-01T00:00:00","FAO-086055","NO","WPG-005712","1388361600000","900","0","FAO-086055","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1385881200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-12-30T00:00:00","2013-09-04T12:57:42","PM-016617"
"FAO-087620","false","2014-01-01T00:00:00","FAO-087620","NO","WPG-006457","1391040000000","900","0","FAO-087620","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","0","1388559600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-01-30T00:00:00","2013-11-11T14:09:58","PM-016460"
"FAO-087632","false","2014-03-01T00:00:00","FAO-087632","NO","WPG-006457","1396137600000","900","0","FAO-087632","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1393657200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-30T00:00:00","2013-11-11T14:12:14","PM-016617"
"FAO-091002","false","2014-05-01T00:00:00","FAO-091002","NO","WPG-006457","1401408000000","900","0","FAO-091002","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1398927600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-27T13:27:03","PM-016440"
"FAO-091005","false","2014-05-01T00:00:00","FAO-091005","NO","WPG-006457","1401408000000","900","0","FAO-091005","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1398927600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-27T13:33:46","PM-016450"
"FAO-091007","false","2014-04-01T00:00:00","FAO-091007","NO","WPG-006457","1398816000000","900","0","FAO-091007","<PH> CMR FOR SKF (*** month)","0","1396335600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-30T00:00:00","2014-01-27T13:33:51","PM-016456"
"FAO-091009","false","2014-06-01T00:00:00","FAO-091009","NO","WPG-006457","1404086400000","900","0","FAO-091009","<PH> CMR FOR SKF (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-01-27T13:33:58","PM-016456"
"FAO-091017","false","2014-05-01T00:00:00","FAO-091017","NO","WPG-006457","1401408000000","900","0","FAO-091017","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1398927600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-27T13:34:18","PM-016626"
"FAO-091020","false","2014-05-01T00:00:00","FAO-091020","NO","WPG-006457","1401408000000","900","0","FAO-091020","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1398927600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-27T13:35:43","PM-016459"
"FAO-091115","false","2014-06-01T00:00:00","FAO-091115","NO","WPG-006457","1404086400000","900","0","FAO-091115","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-01-31T11:48:32","PM-016450"
"FAO-091122","false","2014-07-01T00:00:00","FAO-091122","NO","WPG-006457","1406678400000","900","0","FAO-091122","<PH> CMR FOR SKF (*** month)","0","1404198000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-07-30T00:00:00","2014-01-31T11:48:33","PM-016456"
"FAO-091123","false","2014-02-01T00:00:00","FAO-091123","NO","WPG-006457","1393718400000","900","0","FAO-091123","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1391238000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-02T00:00:00","2014-01-31T11:48:33","PM-016459"
"FAO-091129","true","2014-02-01T00:00:00","FAO-091129","NO","WPG-006457","1392993541000","600","0","FAO-091129","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","100","1391238000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-02T00:00:00","2014-01-31T11:48:34","PM-016460"
"FAO-091189","false","2014-05-01T00:00:00","FAO-091189","NO","WPG-006457","1401408000000","900","0","FAO-091189","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1398927600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-31T13:19:55","PM-016440"
"FAO-091195","false","2014-04-01T00:00:00","FAO-091195","NO","WPG-006457","1398816000000","900","0","FAO-091195","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1396335600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-30T00:00:00","2014-01-31T13:19:56","PM-016617"
"FAO-091206","false","2014-08-01T00:00:00","FAO-091206","NO","WPG-006457","1409356800000","900","0","FAO-091206","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1406876400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-08-30T00:00:00","2014-01-31T13:19:59","PM-016626"
"FAO-091319","true","2014-04-26T00:00:00","FAO-091319","NO","WPG-006269","1397470744000","600","4","FAO-091319","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1397718000000","4","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-25T00:00:00","2014-01-31T14:35:35","PM-014055"
"FAO-095457","false","2014-09-01T00:00:00","FAO-095457","NO","WPG-006457","1412035200000","900","0","FAO-095457","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1409554800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-09-30T00:00:00","2014-06-13T21:40:59","PM-016626"
"FAO-095556","true","2014-09-10T00:00:00","FAO-095556","NO","WPG-006879","1414668706000","600","0","FAO-095556","<PH> ***. AV EX UTSTYR-***.-*** DECK *** AREA (*** ***","100","1414652400000","48","Kontroll av EX Utstyr - Instrument - *** Deck Production Area ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-11-08T00:00:00","2014-06-13T21:52:20","PM-014720"
"FAO-095631","true","2014-09-29T00:00:00","FAO-095631","NO","WPG-006284","1416136322000","600","0","FAO-095631","***, DETEKSJON AV GASSLEKKASJER (*** month)","100","1415862000000","186","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2014-10-28T00:00:00","2014-06-13T22:08:45","PM-014545"
"FAO-097216","true","2014-11-01T00:00:00","FAO-097216","NO","WPG-006457","1416834019000","600","0","FAO-097216","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","100","1414825200000","6","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-11-30T00:00:00","2014-08-18T21:32:58","PM-016815"
"FAO-097537","true","2014-11-01T00:00:00","FAO-097537","NO","WPG-006457","1416501546000","600","0","FAO-097537","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","100","1414825200000","26","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-11-30T00:00:00","2014-09-18T20:08:59","PM-016450"
"FAO-097949","false","2014-12-29T00:00:00","FAO-097949","NO","WPG-006684","1422316800000","900","0","FAO-097949","***, DETEKSJON AV GASSLEKKASJER (*** month)","0","1421910000000","","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-01-27T00:00:00","2014-09-18T21:29:33","PM-014545"
"FAO-099841","true","2015-02-01T00:00:00","FAO-099841","NO","WPG-007230","1423576665000","600","0","FAO-099841","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","100","1422774000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-02T00:00:00","2014-11-13T21:48:43","PM-016450"
